,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,1819,Burnley,Ashley Barnes,ENG,FW,28,1989,26.5,12,63,28,44.4,2.37,1.06,0.16,0.36,14.7,0,2,2,13.8,12.2,0.19,-1.8,-2.2
ENG-Premier League,1819,Burnley,Ashley Westwood,ENG,MF,28,1990,31.4,2,22,7,31.8,0.7,0.22,0.09,0.29,22.2,1,0,0,1.9,1.9,0.09,0.1,0.1
ENG-Premier League,1819,Burnley,Ben Gibson,ENG,DF,25,1993,0.7,1,1,1,100.0,1.45,1.45,1.0,1.0,2.3,0,0,0,0.7,0.7,0.73,0.3,0.3
ENG-Premier League,1819,Burnley,Ben Mee,ENG,DF,28,1989,38.0,0,21,4,19.0,0.55,0.11,0.0,0.0,9.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
ENG-Premier League,1819,Burnley,Charlie Taylor,ENG,DF,24,1993,36.0,0,6,0,0.0,0.17,0.0,0.0,,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,1819,Burnley,Chris Wood,NZL,FW,26,1991,28.8,10,59,23,39.0,2.05,0.8,0.17,0.43,12.4,0,0,0,8.8,8.8,0.15,1.2,1.2
ENG-Premier League,1819,Burnley,Dwight McNeil,ENG,MF,18,1999,17.7,3,27,6,22.2,1.53,0.34,0.11,0.5,20.9,3,0,0,2.0,2.0,0.07,1.0,1.0
ENG-Premier League,1819,Burnley,Jack Cork,ENG,MF,29,1989,36.8,1,17,2,11.8,0.46,0.05,0.06,0.5,16.6,0,0,0,1.4,1.4,0.08,-0.4,-0.4
ENG-Premier League,1819,Burnley,James Tarkowski,ENG,DF,25,1992,34.3,3,22,9,40.9,0.64,0.26,0.14,0.33,7.2,0,0,0,3.3,3.3,0.16,-0.3,-0.3
ENG-Premier League,1819,Burnley,Jeff Hendrick,IRL,"MF,FW",26,1992,22.9,3,19,6,31.6,0.83,0.26,0.16,0.5,16.8,1,0,0,1.8,1.8,0.1,1.2,1.2
ENG-Premier League,1819,Burnley,Joe Hart,ENG,GK,31,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Burnley,Jóhann Berg Guðmundsson,ISL,MF,27,1990,19.5,3,33,9,27.3,1.7,0.46,0.09,0.33,20.0,7,0,0,2.8,2.8,0.09,0.2,0.2
ENG-Premier League,1819,Burnley,Kevin Long,IRL,DF,27,1990,5.7,0,1,0,0.0,0.18,0.0,0.0,,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1819,Burnley,Matthew Lowton,ENG,DF,29,1989,19.4,0,4,0,0.0,0.21,0.0,0.0,,23.5,0,0,0,0.6,0.6,0.16,-0.6,-0.6
ENG-Premier League,1819,Burnley,Matěj Vydra,CZE,FW,26,1992,3.5,1,6,3,50.0,1.7,0.85,0.17,0.33,10.5,0,0,0,1.8,1.8,0.31,-0.8,-0.8
ENG-Premier League,1819,Burnley,Peter Crouch,ENG,FW,37,1981,1.0,0,5,1,20.0,4.89,0.98,0.0,0.0,10.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
ENG-Premier League,1819,Burnley,Phil Bardsley,SCO,DF,33,1985,18.6,0,12,1,8.3,0.65,0.05,0.0,0.0,26.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ENG-Premier League,1819,Burnley,Robbie Brady,IRL,MF,26,1992,8.0,0,12,2,16.7,1.5,0.25,0.0,0.0,22.2,2,0,0,0.6,0.6,0.05,-0.6,-0.6
ENG-Premier League,1819,Burnley,Sam Vokes,WAL,FW,28,1989,10.2,3,22,7,31.8,2.16,0.69,0.14,0.43,11.8,0,0,0,2.4,2.4,0.11,0.6,0.6
ENG-Premier League,1819,Burnley,Stephen Ward,IRL,DF,32,1985,2.5,0,1,1,100.0,0.39,0.39,0.0,0.0,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1819,Burnley,Steven Defour,BEL,MF,30,1988,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Burnley,Tom Heaton,ENG,GK,32,1986,19.0,0,1,0,0.0,0.05,0.0,0.0,,11.8,0,0,0,0.0,0.0,0.05,0.0,0.0
ENG-Premier League,1819,Cardiff City,Aron Gunnarsson,ISL,MF,29,1989,25.2,1,20,4,20.0,0.79,0.16,0.05,0.25,22.2,0,0,0,2.0,2.0,0.1,-1.0,-1.0
ENG-Premier League,1819,Cardiff City,Bobby Reid,JAM,"FW,MF",25,1993,15.8,5,26,8,30.8,1.64,0.51,0.15,0.5,15.8,1,1,1,3.8,3.0,0.12,1.2,1.0
ENG-Premier League,1819,Cardiff City,Bruno Ecuele Manga,GAB,DF,30,1988,37.5,0,10,3,30.0,0.27,0.08,0.0,0.0,13.4,0,0,0,1.1,1.1,0.11,-1.1,-1.1
ENG-Premier League,1819,Cardiff City,Callum Paterson,SCO,"FW,MF",23,1994,22.2,4,41,6,14.6,1.85,0.27,0.1,0.67,13.9,0,0,0,5.5,5.5,0.13,-1.5,-1.5
ENG-Premier League,1819,Cardiff City,Danny Ward,ENG,FW,26,1991,4.9,1,11,6,54.5,2.22,1.21,0.09,0.17,15.5,0,0,0,0.6,0.6,0.06,0.4,0.4
ENG-Premier League,1819,Cardiff City,Gary Madine,ENG,"FW,MF",27,1990,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Cardiff City,Greg Cunningham,IRL,DF,27,1991,7.0,0,2,1,50.0,0.29,0.14,0.0,0.0,18.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,1819,Cardiff City,Harry Arter,IRL,MF,28,1989,22.2,0,23,4,17.4,1.04,0.18,0.0,0.0,23.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
ENG-Premier League,1819,Cardiff City,Jazz Richards,WAL,"DF,MF",27,1991,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Cardiff City,Joe Bennett,ENG,DF,28,1990,29.3,0,10,3,30.0,0.34,0.1,0.0,0.0,23.8,3,0,0,0.5,0.5,0.05,-0.5,-0.5
ENG-Premier League,1819,Cardiff City,Joe Ralls,ENG,MF,24,1993,21.8,0,22,2,9.1,1.01,0.09,0.0,0.0,24.1,0,0,1,1.6,0.8,0.04,-1.6,-0.8
ENG-Premier League,1819,Cardiff City,Josh Murphy,ENG,"MF,FW",23,1995,20.2,3,46,15,32.6,2.28,0.74,0.07,0.2,19.2,3,0,0,4.1,4.1,0.09,-1.1,-1.1
ENG-Premier League,1819,Cardiff City,Junior Hoilett,CAN,"MF,FW",28,1990,23.8,3,40,9,22.5,1.68,0.38,0.08,0.33,19.3,1,0,0,3.4,3.4,0.09,-0.4,-0.4
ENG-Premier League,1819,Cardiff City,Kadeem Harris,ENG,MF,25,1993,4.2,1,5,3,60.0,1.2,0.72,0.2,0.33,16.4,0,0,0,0.5,0.5,0.11,0.5,0.5
ENG-Premier League,1819,Cardiff City,Kenneth Zohore,DEN,FW,24,1994,8.4,1,17,7,41.2,2.03,0.84,0.06,0.14,13.8,0,0,0,1.7,1.7,0.1,-0.7,-0.7
ENG-Premier League,1819,Cardiff City,Leandro Bacuna,CUW,MF,26,1991,6.2,0,5,1,20.0,0.8,0.16,0.0,0.0,27.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,1819,Cardiff City,Lee Peltier,ENG,DF,31,1986,17.2,0,1,1,100.0,0.06,0.06,0.0,0.0,23.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,1819,Cardiff City,Loïc Damour,FRA,MF,27,1991,0.3,0,1,0,0.0,3.91,0.0,0.0,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,1819,Cardiff City,Nathaniel Mendez-Laing,GUA,"MF,FW",26,1992,10.9,4,19,8,42.1,1.74,0.73,0.16,0.38,15.6,0,1,1,2.3,1.5,0.08,1.7,1.5
ENG-Premier League,1819,Cardiff City,Neil Etheridge,PHI,GK,28,1990,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Cardiff City,Oumar Niasse,SEN,FW,28,1990,10.3,0,17,6,35.3,1.64,0.58,0.0,0.0,14.6,0,0,0,3.4,3.4,0.2,-3.4,-3.4
ENG-Premier League,1819,Cardiff City,Rhys Healey,WAL,FW,23,1994,0.6,0,1,0,0.0,1.73,0.0,0.0,,20.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,1819,Cardiff City,Sean Morrison,ENG,DF,27,1991,33.8,1,34,8,23.5,1.01,0.24,0.03,0.13,9.7,0,0,0,5.0,5.0,0.15,-4.0,-4.0
ENG-Premier League,1819,Cardiff City,Sol Bamba,CIV,DF,33,1985,27.5,4,22,7,31.8,0.8,0.25,0.18,0.57,9.7,0,0,0,4.0,4.0,0.19,0.0,0.0
ENG-Premier League,1819,Cardiff City,Víctor Camarasa,ESP,MF,24,1994,28.5,5,40,11,27.5,1.4,0.39,0.1,0.36,23.6,5,1,1,4.0,3.2,0.1,1.0,0.8
ENG-Premier League,1819,Chelsea,Andreas Christensen,DEN,DF,22,1996,6.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Chelsea,Antonio Rüdiger,GER,DF,25,1993,31.9,1,27,6,22.2,0.85,0.19,0.04,0.17,18.5,0,0,0,2.5,2.5,0.09,-1.5,-1.5
ENG-Premier League,1819,Chelsea,Callum Hudson-Odoi,ENG,FW,17,2000,4.4,0,6,3,50.0,1.37,0.69,0.0,0.0,12.6,0,0,0,0.7,0.7,0.12,-0.7,-0.7
ENG-Premier League,1819,Chelsea,Cesc Fàbregas,ESP,MF,31,1987,2.0,0,1,0,0.0,0.5,0.0,0.0,,17.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,1819,Chelsea,César Azpilicueta,ESP,DF,28,1989,37.8,1,17,7,41.2,0.45,0.19,0.06,0.14,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2
ENG-Premier League,1819,Chelsea,David Luiz,BRA,DF,31,1987,36.0,3,34,8,23.5,0.95,0.22,0.09,0.38,18.1,9,0,0,2.6,2.6,0.08,0.4,0.4
ENG-Premier League,1819,Chelsea,Davide Zappacosta,ITA,DF,26,1992,1.4,0,2,1,50.0,1.41,0.7,0.0,0.0,17.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,1819,Chelsea,Eden Hazard,BEL,FW,27,1991,32.5,16,89,39,43.8,2.74,1.2,0.13,0.31,18.0,2,4,4,10.5,7.4,0.08,5.5,4.6
ENG-Premier League,1819,Chelsea,Emerson Palmieri,ITA,DF,23,1994,7.4,0,5,1,20.0,0.68,0.14,0.0,0.0,21.9,2,0,0,0.3,0.3,0.05,-0.3,-0.3
ENG-Premier League,1819,Chelsea,Gary Cahill,ENG,DF,32,1985,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Chelsea,Gonzalo Higuaín,ARG,FW,30,1987,12.1,5,46,14,30.4,3.82,1.16,0.11,0.36,15.1,0,0,0,4.9,4.9,0.11,0.1,0.1
ENG-Premier League,1819,Chelsea,Jorginho,ITA,MF,26,1991,35.1,2,18,6,33.3,0.51,0.17,0.06,0.17,26.2,0,1,1,1.4,0.6,0.03,0.6,0.4
ENG-Premier League,1819,Chelsea,Kepa Arrizabalaga,ESP,GK,23,1994,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,1819,Chelsea,Marcos Alonso,ESP,DF,27,1990,30.7,2,45,7,15.6,1.47,0.23,0.04,0.29,19.2,8,0,0,3.4,3.4,0.08,-1.4,-1.4
ENG-Premier League,1819,Chelsea,Mateo Kovačić,CRO,MF,24,1994,19.3,0,28,4,14.3,1.45,0.21,0.0,0.0,21.2,0,0,0,2.2,2.2,0.08,-2.2,-2.2
ENG-Premier League,1819,Chelsea,N'Golo Kanté,FRA,MF,27,1991,34.4,4,29,6,20.7,0.84,0.17,0.14,0.67,18.3,0,0,0,2.9,2.9,0.1,1.1,1.1
ENG-Premier League,1819,Chelsea,Olivier Giroud,FRA,FW,31,1986,9.4,2,32,10,31.3,3.4,1.06,0.06,0.2,11.4,0,0,0,4.6,4.6,0.14,-2.6,-2.6
ENG-Premier League,1819,Chelsea,Pedro,ESP,FW,31,1987,19.8,8,57,25,43.9,2.89,1.27,0.14,0.32,17.4,0,0,0,5.3,5.3,0.09,2.7,2.7
