,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2223,Arsenal,Gabriel Martinelli,BRA,FW,21,2001,31.0,127,4.1,89,8,12,12,4,2,17,0.55,10,0,2,5,0,0
ENG-Premier League,2223,Arsenal,Granit Xhaka,SUI,MF,29,1992,33.3,110,3.31,94,3,5,4,3,1,17,0.51,16,0,0,1,0,0
ENG-Premier League,2223,Arsenal,Jakub Kiwior,POL,DF,22,2000,4.7,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Jorginho,ITA,MF,30,1991,9.5,21,2.21,19,0,0,0,0,2,5,0.53,4,0,0,0,0,1
ENG-Premier League,2223,Arsenal,Kieran Tierney,SCO,DF,25,1997,8.8,12,1.36,10,0,1,1,0,0,4,0.45,4,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Leandro Trossard,BEL,FW,27,1994,10.3,34,3.29,23,7,1,1,2,0,9,0.87,8,1,0,0,0,0
ENG-Premier League,2223,Arsenal,Marquinhos,BRA,MF,19,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Martin Ødegaard,NOR,MF,23,1998,34.7,163,4.69,123,15,4,12,6,3,17,0.49,15,0,0,2,0,0
ENG-Premier League,2223,Arsenal,Mohamed Elneny,EGY,MF,30,1992,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Oleksandr Zinchenko,UKR,DF,25,1996,23.5,56,2.38,49,1,0,4,1,1,4,0.17,3,0,0,1,0,0
ENG-Premier League,2223,Arsenal,Reiss Nelson,ENG,FW,22,1999,2.4,19,8.07,13,0,3,2,1,0,5,2.12,3,0,0,2,0,0
ENG-Premier League,2223,Arsenal,Rob Holding,ENG,DF,26,1995,6.3,6,0.95,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Takehiro Tomiyasu,JPN,DF,23,1998,7.4,10,1.36,8,2,0,0,0,0,2,0.27,2,0,0,0,0,0
ENG-Premier League,2223,Arsenal,Thomas Partey,GHA,MF,29,1993,27.6,71,2.57,62,2,1,2,1,3,6,0.22,6,0,0,0,0,0
ENG-Premier League,2223,Arsenal,William Saliba,FRA,DF,21,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Ashley Young,ENG,DF,37,1985,22.6,40,1.77,34,3,2,1,0,0,2,0.09,2,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Bertrand Traoré,BFA,"FW,MF",26,1995,2.6,4,1.55,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Boubacar Kamara,FRA,MF,22,1999,19.7,23,1.17,19,0,1,0,3,0,4,0.2,2,0,1,0,1,0
ENG-Premier League,2223,Aston Villa,Calum Chambers,ENG,"DF,MF",27,1995,3.9,6,1.53,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Cameron Archer,ENG,"FW,MF",21,2001,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Danny Ings,ENG,FW,30,1992,9.2,16,1.75,12,0,2,2,0,0,1,0.11,0,0,1,0,0,0
ENG-Premier League,2223,Aston Villa,Diego Carlos,BRA,DF,29,1993,2.3,3,1.32,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Douglas Luiz,BRA,MF,24,1998,32.5,96,2.95,61,26,4,1,1,3,12,0.37,9,1,0,0,0,2
ENG-Premier League,2223,Aston Villa,Emi Buendía,ARG,"MF,FW",25,1996,26.8,90,3.36,72,2,8,3,4,1,10,0.37,7,0,1,2,0,0
ENG-Premier League,2223,Aston Villa,Emiliano Martínez,ARG,GK,29,1992,34.9,5,0.14,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Ezri Konsa,ENG,DF,24,1997,36.9,15,0.41,13,0,0,1,1,0,2,0.05,2,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Jacob Ramsey,ENG,"MF,FW",21,2001,29.3,81,2.76,69,0,4,2,5,1,11,0.38,8,0,1,1,1,0
ENG-Premier League,2223,Aston Villa,Jan Bednarek,POL,DF,26,1996,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Jhon Durán,COL,"FW,MF",18,2003,1.5,5,3.31,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,John McGinn,SCO,"MF,FW",27,1994,29.9,80,2.67,56,10,5,3,5,1,10,0.33,7,1,0,0,2,0
ENG-Premier League,2223,Aston Villa,Leander Dendoncker,BEL,MF,27,1995,7.7,8,1.03,6,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Leon Bailey,JAM,"FW,MF",24,1997,21.9,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0
ENG-Premier League,2223,Aston Villa,Lucas Digne,FRA,DF,29,1993,16.7,29,1.74,24,4,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Ludwig Augustinsson,SWE,DF,28,1994,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Matty Cash,POL,DF,24,1997,20.2,28,1.38,25,0,1,0,1,1,3,0.15,2,0,0,0,0,1
ENG-Premier League,2223,Aston Villa,Morgan Sanson,FRA,MF,27,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Ollie Watkins,ENG,FW,26,1995,34.7,79,2.27,51,0,6,11,11,0,14,0.4,6,0,2,5,1,0
ENG-Premier League,2223,Aston Villa,Philippe Coutinho,BRA,"MF,FW",30,1992,8.8,24,2.74,19,1,3,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Robin Olsen,SWE,GK,32,1990,3.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Aston Villa,Tyrone Mings,ENG,DF,29,1993,35.0,23,0.66,17,0,0,2,4,0,4,0.11,2,0,0,1,1,0
ENG-Premier League,2223,Aston Villa,Álex Moreno,ESP,DF,29,1993,14.8,34,2.3,31,0,2,1,0,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Adam Smith,ENG,DF,31,1991,32.7,29,0.89,25,1,0,2,0,1,2,0.06,2,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Antoine Semenyo,GHA,"FW,MF",22,2000,2.9,7,2.44,3,0,2,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Ben Pearson,ENG,MF,27,1995,3.2,2,0.63,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Chris Mepham,WAL,DF,24,1997,24.4,8,0.33,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Dango Ouattara,BFA,"MF,FW",20,2002,13.8,44,3.19,26,1,8,4,4,1,5,0.36,1,0,2,1,1,0
ENG-Premier League,2223,Bournemouth,David Brooks,WAL,"FW,MF",25,1997,1.9,8,4.19,5,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Dominic Solanke,ENG,"FW,MF",24,1997,31.8,61,1.92,36,1,11,10,2,1,13,0.41,10,1,0,2,0,0
ENG-Premier League,2223,Bournemouth,Emiliano Marcondes,DEN,MF,27,1995,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Hamed Junior Traorè,CIV,"FW,MF",22,2000,4.7,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Illia Zabarnyi,UKR,DF,19,2002,3.3,1,0.3,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Jack Stacey,ENG,DF,26,1996,3.3,1,0.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Jack Stephens,ENG,DF,28,1994,13.0,10,0.77,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Jaidon Anthony,ENG,"MF,FW",22,1999,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0
ENG-Premier League,2223,Bournemouth,Jamal Lowe,JAM,"MF,FW",28,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Jefferson Lerma,COL,MF,27,1994,36.1,47,1.3,42,2,0,2,1,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Joe Rothwell,ENG,MF,27,1995,11.3,24,2.12,16,6,1,1,0,0,2,0.18,1,1,0,0,0,0
ENG-Premier League,2223,Bournemouth,Jordan Zemura,ZIM,DF,22,1999,16.2,35,2.17,25,0,6,2,2,0,2,0.12,2,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Junior Stanislas,ENG,MF,32,1989,0.7,4,5.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Kieffer Moore,WAL,FW,29,1992,14.2,18,1.26,14,0,1,0,3,0,2,0.14,2,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Lewis Cook,ENG,MF,25,1997,19.1,39,2.04,27,8,0,0,1,3,4,0.21,2,1,0,0,0,1
ENG-Premier League,2223,Bournemouth,Lloyd Kelly,ENG,DF,23,1998,22.7,16,0.71,13,1,0,1,1,0,2,0.09,2,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Marcos Senesi,ARG,DF,25,1997,27.7,16,0.58,14,1,0,1,0,0,3,0.11,3,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Marcus Tavernier,ENG,"MF,FW",23,1999,19.4,48,2.48,31,7,5,3,2,0,8,0.41,3,2,1,2,0,0
ENG-Premier League,2223,Bournemouth,Mark Travers,IRL,GK,23,1999,11.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Matías Viña,URU,DF,24,1997,5.1,8,1.57,7,0,1,0,0,0,2,0.39,2,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Neto,BRA,GK,33,1989,26.5,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Owen Bevan,WAL,DF,18,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Philip Billing,DEN,"MF,FW",26,1996,30.7,54,1.76,41,2,5,5,1,0,6,0.2,4,0,0,2,0,0
ENG-Premier League,2223,Bournemouth,Ryan Christie,SCO,"MF,FW",27,1995,20.4,66,3.24,48,5,5,5,3,0,4,0.2,3,0,0,1,0,0
ENG-Premier League,2223,Bournemouth,Ryan Fredericks,ENG,DF,29,1992,5.9,5,0.84,4,0,1,0,0,0,1,0.17,1,0,0,0,0,0
ENG-Premier League,2223,Bournemouth,Siriki Dembélé,CIV,"FW,MF",25,1996,1.2,5,4.09,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brentford,Aaron Hickey,SCO,DF,20,2002,21.3,20,0.94,14,1,1,2,2,0,2,0.09,1,0,0,1,0,0
ENG-Premier League,2223,Brentford,Ben Mee,ENG,DF,32,1989,36.3,33,0.91,23,0,1,7,1,1,1,0.03,1,0,0,0,0,0
ENG-Premier League,2223,Brentford,Bryan Mbeumo,CMR,FW,22,1999,32.3,97,3.0,62,27,7,0,1,0,15,0.46,12,2,1,0,0,0
ENG-Premier League,2223,Brentford,Christian Nørgaard,DEN,MF,28,1994,19.6,32,1.63,24,1,1,4,2,0,7,0.36,3,0,0,3,1,0
ENG-Premier League,2223,Brentford,David Raya,ESP,GK,26,1995,38.0,12,0.32,9,3,0,0,0,0,2,0.05,1,1,0,0,0,0
ENG-Premier League,2223,Brentford,Ethan Pinnock,JAM,DF,29,1993,30.0,25,0.83,18,3,0,3,1,0,5,0.17,5,0,0,0,0,0
ENG-Premier League,2223,Brentford,Frank Onyeka,NGA,MF,24,1998,9.4,23,2.44,16,0,0,1,6,0,7,0.74,5,0,0,0,2,0
ENG-Premier League,2223,Brentford,Halil Dervişoğlu,TUR,MF,22,1999,0.1,1,11.25,0,0,0,1,0,0,1,11.25,0,0,0,1,0,0
ENG-Premier League,2223,Brentford,Ivan Toney,ENG,FW,26,1996,32.8,66,2.01,39,4,4,5,14,0,8,0.24,3,0,1,0,4,0
ENG-Premier League,2223,Brentford,Josh Dasilva,ENG,MF,23,1998,15.4,42,2.72,36,1,3,1,1,0,7,0.45,5,0,1,0,1,0
ENG-Premier League,2223,Brentford,Keane Lewis-Potter,ENG,"FW,MF",21,2001,3.6,8,2.24,2,0,2,4,0,0,2,0.56,0,0,0,2,0,0
ENG-Premier League,2223,Brentford,Kevin Schade,GER,FW,20,2001,8.1,27,3.32,15,0,6,2,4,0,4,0.49,3,0,1,0,0,0
ENG-Premier League,2223,Brentford,Kristoffer Ajer,NOR,DF,24,1998,8.5,4,0.47,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brentford,Mads Bech Sørensen,DEN,"DF,MF",23,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brentford,Mads Roerslev,DEN,DF,23,1999,12.3,13,1.06,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2223,Brentford,Mathias Jensen,DEN,MF,26,1996,31.1,103,3.31,48,47,1,3,3,1,13,0.42,7,4,0,1,0,1
ENG-Premier League,2223,Brentford,Mathias Jørgensen,DEN,DF,32,1990,12.3,9,0.73,5,4,0,0,0,0,1,0.08,0,1,0,0,0,0
ENG-Premier League,2223,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,25,2.28,20,3,0,1,1,0,2,0.18,2,0,0,0,0,0
ENG-Premier League,2223,Brentford,Pontus Jansson,SWE,DF,31,1991,8.0,2,0.25,1,0,0,1,0,0,1,0.12,1,0,0,0,0,0
ENG-Premier League,2223,Brentford,Rico Henry,ENG,DF,25,1997,36.0,51,1.42,43,1,1,2,2,2,5,0.14,4,0,0,0,1,0
ENG-Premier League,2223,Brentford,Saman Ghoddos,IRN,"MF,FW",28,1993,1.5,4,2.57,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brentford,Sergi Canós,ESP,"FW,DF",25,1997,0.9,3,3.51,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brentford,Shandon Baptiste,GRN,MF,24,1998,6.9,18,2.63,11,1,2,2,2,0,4,0.58,3,0,0,0,1,0
ENG-Premier League,2223,Brentford,Vitaly Janelt,GER,"MF,DF",24,1998,24.5,47,1.91,39,1,2,3,0,2,4,0.16,4,0,0,0,0,0
ENG-Premier League,2223,Brentford,Yoane Wissa,COD,FW,25,1996,17.8,36,2.02,29,0,1,2,3,1,6,0.34,4,0,0,0,1,1
ENG-Premier League,2223,Brighton,Adam Lallana,ENG,"MF,FW",34,1988,8.0,22,2.75,22,0,0,0,0,0,2,0.25,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Adam Webster,ENG,DF,27,1995,22.1,20,0.91,19,1,0,0,0,0,1,0.05,1,0,0,0,0,0
ENG-Premier League,2223,Brighton,Alexis Mac Allister,ARG,MF,23,1998,32.1,106,3.31,76,7,9,8,4,2,8,0.25,7,0,1,0,0,0
ENG-Premier League,2223,Brighton,Andrew Moran,IRL,FW,18,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Billy Gilmour,SCO,MF,21,2001,5.6,14,2.48,12,0,0,0,1,1,3,0.53,3,0,0,0,0,0
ENG-Premier League,2223,Brighton,Cameron Peupion,AUS,MF,19,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Danny Welbeck,ENG,FW,31,1990,20.6,65,3.16,49,0,5,6,4,1,9,0.44,5,0,1,1,2,0
ENG-Premier League,2223,Brighton,Deniz Undav,GER,"FW,MF",26,1996,7.0,22,3.15,14,0,1,6,0,1,4,0.57,0,0,1,2,0,1
ENG-Premier League,2223,Brighton,Enock Mwepu,ZAM,"FW,MF",24,1998,2.4,7,2.96,6,0,1,0,0,0,2,0.85,1,0,1,0,0,0
ENG-Premier League,2223,Brighton,Evan Ferguson,IRL,FW,17,2004,10.6,22,2.08,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Facundo Buonanotte,ARG,"FW,MF",17,2004,6.3,14,2.23,12,0,2,0,0,0,1,0.16,1,0,0,0,0,0
ENG-Premier League,2223,Brighton,Jack Hinshelwood,ENG,FW,17,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Jan Paul van Hecke,NED,DF,22,2000,3.3,2,0.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Jason Steele,ENG,GK,31,1990,15.0,6,0.4,6,0,0,0,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Jeremy Sarmiento,ECU,MF,20,2002,2.0,10,5.11,6,0,1,2,1,0,2,1.02,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Joël Veltman,NED,DF,30,1992,24.3,36,1.48,30,4,0,1,0,1,4,0.16,3,0,0,1,0,0
ENG-Premier League,2223,Brighton,Julio César Enciso,PAR,"FW,MF",18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0
ENG-Premier League,2223,Brighton,Kaoru Mitoma,JPN,"FW,MF",25,1997,25.8,109,4.23,78,1,19,5,4,2,16,0.62,10,0,3,2,1,0
ENG-Premier League,2223,Brighton,Leandro Trossard,BEL,"FW,MF",27,1994,14.6,51,3.49,39,0,7,4,1,0,9,0.62,5,0,3,0,1,0
ENG-Premier League,2223,Brighton,Levi Colwill,ENG,DF,19,2003,13.6,18,1.33,16,1,0,1,0,0,2,0.15,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Lewis Dunk,ENG,DF,30,1991,36.0,32,0.89,31,0,0,1,0,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,2223,Brighton,Moisés Caicedo,ECU,MF,20,2001,34.9,88,2.52,81,0,2,3,1,1,5,0.14,5,0,0,0,0,0
ENG-Premier League,2223,Brighton,Odeluga Offiah,ENG,DF,19,2002,0.3,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Pascal Groß,GER,"MF,DF",31,1991,36.0,138,3.83,90,40,1,5,1,1,12,0.33,10,2,0,0,0,0
ENG-Premier League,2223,Brighton,Pervis Estupiñán,ECU,DF,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0
ENG-Premier League,2223,Brighton,Robert Sánchez,ESP,GK,24,1997,23.0,2,0.09,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Solly March,ENG,"FW,DF",28,1994,30.2,140,4.64,91,15,19,9,4,2,14,0.46,10,1,1,2,0,0
ENG-Premier League,2223,Brighton,Tariq Lamptey,GHA,DF,21,2000,5.0,14,2.78,12,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Brighton,Yasin Ayari,SWE,MF,18,2003,0.7,4,5.37,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Armando Broja,ALB,FW,20,2001,3.3,4,1.22,2,0,0,0,2,0,2,0.61,1,0,0,0,1,0
ENG-Premier League,2223,Chelsea,Ben Chilwell,ENG,"DF,MF",25,1996,15.6,39,2.49,19,17,0,1,2,0,4,0.26,2,1,0,0,1,0
ENG-Premier League,2223,Chelsea,Benoît Badiashile,FRA,DF,21,2001,10.1,12,1.19,11,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Carney Chukwuemeka,ENG,"MF,FW",18,2003,3.9,16,4.07,13,0,0,1,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Christian Pulisic,USA,"FW,DF",23,1998,9.1,24,2.63,21,0,0,3,0,0,3,0.33,3,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Conor Gallagher,ENG,MF,22,2000,18.0,47,2.61,34,4,4,2,2,1,3,0.17,2,0,1,0,0,0
ENG-Premier League,2223,Chelsea,César Azpilicueta,ESP,DF,32,1989,17.0,25,1.47,25,0,0,0,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2223,Chelsea,David Datro Fofana,CIV,FW,19,2002,0.8,6,7.71,2,0,4,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Denis Zakaria,SUI,MF,25,1996,4.6,2,0.44,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Edouard Mendy,SEN,GK,30,1992,9.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Enzo Fernández,ARG,MF,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Hakim Ziyech,MAR,"FW,MF",29,1993,7.3,32,4.36,25,4,1,0,1,1,3,0.41,2,1,0,0,0,0
ENG-Premier League,2223,Chelsea,Jorginho,ITA,MF,30,1991,14.2,29,2.04,29,0,0,0,0,0,2,0.14,2,0,0,0,0,0
ENG-Premier League,2223,Chelsea,João Félix,POR,"FW,MF",22,1999,10.5,31,2.96,13,2,6,4,6,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Kai Havertz,GER,"FW,MF",23,1999,28.5,63,2.21,54,2,1,5,1,0,4,0.14,3,0,0,1,0,0
ENG-Premier League,2223,Chelsea,Kalidou Koulibaly,SEN,DF,31,1991,20.0,21,1.05,17,0,0,2,0,2,3,0.15,3,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Kepa Arrizabalaga,ESP,GK,27,1994,28.5,1,0.04,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Lewis Hall,ENG,DF,17,2004,7.3,25,3.44,13,6,2,2,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Marc Cucurella,ESP,DF,24,1998,18.6,27,1.46,21,6,0,0,0,0,3,0.16,2,1,0,0,0,0
ENG-Premier League,2223,Chelsea,Mason Mount,ENG,"MF,FW",23,1999,18.3,57,3.11,42,9,2,2,2,0,7,0.38,5,0,0,1,1,0
ENG-Premier League,2223,Chelsea,Mateo Kovačić,CRO,MF,28,1994,19.0,62,3.27,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Mykhailo Mudryk,UKR,"FW,MF",21,2001,7.3,21,2.88,13,3,1,1,3,0,2,0.27,2,0,0,0,0,0
ENG-Premier League,2223,Chelsea,N'Golo Kanté,FRA,MF,31,1991,5.8,24,4.17,22,0,1,1,0,0,2,0.35,2,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Noni Madueke,ENG,FW,20,2002,7.1,24,3.36,19,0,4,1,0,0,1,0.14,1,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Omari Hutchinson,ENG,FW,18,2003,0.3,2,7.83,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Pierre-Emerick Aubameyang,GAB,FW,33,1989,6.2,8,1.3,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Raheem Sterling,ENG,"FW,MF",27,1994,21.0,68,3.23,53,0,7,3,4,1,4,0.19,3,0,1,0,0,0
ENG-Premier League,2223,Chelsea,Reece James,ENG,"DF,MF",22,1999,13.8,47,3.4,36,5,3,2,1,0,3,0.22,2,0,0,0,1,0
ENG-Premier League,2223,Chelsea,Ruben Loftus-Cheek,ENG,"MF,DF",26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Thiago Silva,BRA,DF,37,1984,26.1,18,0.69,16,1,0,1,0,0,2,0.08,2,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Trevoh Chalobah,ENG,DF,23,1999,17.9,16,0.9,11,0,1,2,2,0,3,0.17,3,0,0,0,0,0
ENG-Premier League,2223,Chelsea,Wesley Fofana,FRA,DF,21,2000,13.1,13,0.99,13,0,0,0,0,0,2,0.15,2,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Albert Sambi Lokonga,BEL,MF,22,1999,6.0,6,1.01,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Cheick Doucouré,MLI,MF,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.2,4,0,0,1,0,1
ENG-Premier League,2223,Crystal Palace,Chris Richards,USA,DF,22,2000,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Eberechi Eze,ENG,"MF,FW",24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0
ENG-Premier League,2223,Crystal Palace,James McArthur,SCO,MF,34,1987,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,James Tomkins,ENG,DF,33,1989,3.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Jean-Philippe Mateta,FRA,FW,25,1997,8.6,8,0.94,3,0,0,3,2,0,1,0.12,0,0,0,0,1,0
ENG-Premier League,2223,Crystal Palace,Jeffrey Schlupp,GHA,"MF,FW",29,1992,28.1,44,1.56,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1
ENG-Premier League,2223,Crystal Palace,Joachim Andersen,DEN,DF,26,1996,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0
ENG-Premier League,2223,Crystal Palace,Joel Ward,ENG,DF,32,1989,25.1,22,0.88,17,0,1,1,3,0,1,0.04,0,0,0,1,0,0
ENG-Premier League,2223,Crystal Palace,Jordan Ayew,GHA,"FW,MF",30,1991,30.2,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0
ENG-Premier League,2223,Crystal Palace,Joseph Whitworth,ENG,GK,18,2004,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
