,,,,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2021,Leicester City,Nampalys Mendy,SEN,MF,28,1992,16.2,22,1.36,14,0,0,0,5,3,2,0.12,2,0,0,0,0,0
ENG-Premier League,2021,Leicester City,Ricardo Pereira,POR,"DF,FW",26,1993,10.7,23,2.15,21,0,1,0,0,1,3,0.28,2,0,0,0,0,1
ENG-Premier League,2021,Leicester City,Sidnei Tavares,POR,MF,18,2001,0.9,1,1.06,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Leicester City,Timothy Castagne,BEL,DF,24,1995,26.1,49,1.88,45,3,0,0,0,1,4,0.15,4,0,0,0,0,0
ENG-Premier League,2021,Leicester City,Wes Morgan,JAM,DF,36,1984,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Leicester City,Wesley Fofana,FRA,DF,19,2000,25.1,19,0.76,16,0,0,1,2,0,1,0.04,0,0,0,0,1,0
ENG-Premier League,2021,Leicester City,Wilfred Ndidi,NGA,"MF,DF",23,1996,24.2,39,1.61,32,0,0,0,1,6,8,0.33,7,0,0,0,0,1
ENG-Premier League,2021,Leicester City,Youri Tielemans,BEL,MF,23,1997,37.3,126,3.38,96,15,4,5,3,3,16,0.43,14,0,1,0,0,1
ENG-Premier League,2021,Leicester City,Çağlar Söyüncü,TUR,DF,24,1996,20.2,11,0.54,7,1,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Adrián,ESP,GK,33,1987,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Alex Oxlade-Chamberlain,ENG,"MF,FW",26,1993,2.8,6,2.13,6,0,0,0,0,0,1,0.36,1,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Alisson,BRA,GK,27,1992,33.0,5,0.15,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Andrew Robertson,SCO,DF,26,1994,37.6,123,3.27,94,23,4,1,0,1,15,0.4,11,2,1,1,0,0
ENG-Premier League,2021,Liverpool,Caoimhín Kelleher,IRL,GK,21,1998,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Curtis Jones,ENG,MF,19,2001,13.1,40,3.05,33,0,3,1,2,1,4,0.31,4,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Diogo Jota,POR,FW,23,1996,12.4,37,2.99,23,0,2,5,6,1,4,0.32,2,0,1,0,1,0
ENG-Premier League,2021,Liverpool,Divock Origi,BEL,FW,25,1995,2.1,3,1.45,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Fabinho,BRA,"DF,MF",26,1993,28.5,30,1.05,26,0,1,0,2,1,6,0.21,5,0,0,0,1,0
ENG-Premier League,2021,Liverpool,Georginio Wijnaldum,NED,MF,29,1990,32.7,68,2.08,56,0,3,4,4,1,7,0.21,5,0,0,1,0,1
ENG-Premier League,2021,Liverpool,James Milner,ENG,"MF,DF",34,1986,11.9,27,2.27,22,3,1,1,0,0,1,0.08,0,1,0,0,0,0
ENG-Premier League,2021,Liverpool,Joe Gomez,ENG,DF,23,1997,6.6,3,0.46,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Jordan Henderson,ENG,"MF,DF",30,1990,18.9,36,1.9,31,3,0,0,1,1,4,0.21,3,1,0,0,0,0
ENG-Premier League,2021,Liverpool,Joël Matip,CMR,DF,28,1991,7.7,6,0.78,5,0,0,1,0,0,2,0.26,1,0,0,1,0,0
ENG-Premier League,2021,Liverpool,Kostas Tsimikas,GRE,"DF,FW",24,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Mohamed Salah,EGY,FW,28,1992,34.2,134,3.92,104,1,7,13,7,2,16,0.47,12,0,0,2,2,0
ENG-Premier League,2021,Liverpool,Naby Keïta,GUI,MF,25,1995,5.8,21,3.62,19,0,0,2,0,0,1,0.17,1,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Nathaniel Phillips,ENG,DF,23,1997,16.2,12,0.74,11,0,0,1,0,0,1,0.06,0,0,0,1,0,0
ENG-Premier League,2021,Liverpool,Neco Williams,WAL,DF,19,2001,2.8,3,1.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Ozan Kabak,TUR,DF,20,2000,8.9,3,0.34,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Rhys Williams,ENG,DF,19,2001,7.3,6,0.82,5,0,0,1,0,0,1,0.14,0,0,0,1,0,0
ENG-Premier League,2021,Liverpool,Roberto Firmino,BRA,FW,28,1991,31.5,111,3.52,84,1,13,11,2,0,11,0.35,10,0,0,1,0,0
ENG-Premier League,2021,Liverpool,Sadio Mané,SEN,FW,28,1992,31.2,141,4.52,95,1,15,9,18,3,16,0.51,9,0,0,3,2,2
ENG-Premier League,2021,Liverpool,Takumi Minamino,JPN,"MF,FW",25,1995,3.3,7,2.15,4,0,1,1,1,0,1,0.31,0,0,1,0,0,0
ENG-Premier League,2021,Liverpool,Thiago Alcántara,ESP,MF,29,1991,20.6,81,3.93,69,2,2,3,3,2,3,0.15,2,0,0,1,0,0
ENG-Premier League,2021,Liverpool,Trent Alexander-Arnold,ENG,DF,21,1998,33.7,131,3.89,84,34,6,7,0,0,13,0.39,8,2,1,2,0,0
ENG-Premier League,2021,Liverpool,Virgil van Dijk,NED,DF,29,1991,4.1,2,0.49,2,0,0,0,0,0,1,0.24,1,0,0,0,0,0
ENG-Premier League,2021,Liverpool,Xherdan Shaqiri,SUI,"MF,FW",28,1991,6.2,32,5.18,29,2,0,0,0,1,2,0.32,2,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Aymeric Laporte,ESP,DF,26,1994,14.9,11,0.74,11,0,0,0,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Benjamin Mendy,FRA,DF,26,1994,10.6,19,1.79,14,0,4,1,0,0,2,0.19,1,0,1,0,0,0
ENG-Premier League,2021,Manchester City,Bernardo Silva,POR,"MF,FW",25,1994,22.9,84,3.66,69,3,6,4,2,0,12,0.52,11,0,0,1,0,0
ENG-Premier League,2021,Manchester City,Ederson,BRA,GK,26,1993,36.0,6,0.17,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Eric García,ESP,DF,19,2001,4.3,2,0.47,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Fernandinho,BRA,MF,35,1985,13.2,31,2.35,26,0,3,0,0,2,3,0.23,2,0,0,0,0,1
ENG-Premier League,2021,Manchester City,Ferrán Torres,ESP,"FW,MF",20,2000,14.5,40,2.76,25,2,7,1,5,0,6,0.41,3,0,1,0,2,0
ENG-Premier League,2021,Manchester City,Gabriel Jesus,BRA,FW,23,1997,22.9,78,3.4,53,0,8,9,7,1,11,0.48,9,0,1,1,0,0
ENG-Premier League,2021,Manchester City,John Stones,ENG,DF,26,1994,21.5,18,0.84,15,0,1,1,1,0,2,0.09,2,0,0,0,0,0
ENG-Premier League,2021,Manchester City,João Cancelo,POR,"DF,MF",26,1994,25.5,82,3.21,64,4,12,1,1,0,12,0.47,8,1,1,1,1,0
ENG-Premier League,2021,Manchester City,Kevin De Bruyne,BEL,MF,29,1991,22.2,148,6.67,102,23,10,5,5,3,18,0.81,15,0,2,0,1,0
ENG-Premier League,2021,Manchester City,Kyle Walker,ENG,DF,30,1990,21.6,33,1.53,27,3,1,1,1,0,3,0.14,3,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Liam Delap,ENG,FW,17,2003,0.4,1,2.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Nathan Aké,NED,DF,25,1995,8.9,5,0.56,4,0,0,0,1,0,1,0.11,1,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Oleksandr Zinchenko,UKR,DF,23,1996,16.4,32,1.95,26,4,0,1,1,0,2,0.12,2,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Phil Foden,ENG,"FW,MF",20,2000,18.0,66,3.68,45,8,7,4,2,0,12,0.67,8,0,1,3,0,0
ENG-Premier League,2021,Manchester City,Raheem Sterling,ENG,FW,25,1994,28.2,107,3.8,76,0,14,8,9,0,15,0.53,9,0,3,2,1,0
ENG-Premier League,2021,Manchester City,Riyad Mahrez,ALG,FW,29,1991,21.7,91,4.2,63,9,5,8,3,3,17,0.79,11,1,3,2,0,0
ENG-Premier League,2021,Manchester City,Rodri,ESP,MF,24,1996,30.5,85,2.78,74,0,3,5,1,2,9,0.29,7,0,1,1,0,0
ENG-Premier League,2021,Manchester City,Rúben Dias,POR,DF,23,1997,31.6,22,0.7,20,0,0,1,1,0,2,0.06,1,0,0,1,0,0
ENG-Premier League,2021,Manchester City,Scott Carson,ENG,GK,34,1985,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester City,Sergio Agüero,ARG,FW,32,1988,6.2,18,2.9,13,0,3,1,0,1,3,0.48,2,0,1,0,0,0
ENG-Premier League,2021,Manchester City,Zack Steffen,USA,GK,25,1995,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester City,İlkay Gündoğan,GER,MF,29,1990,22.5,88,3.91,67,4,6,6,2,3,9,0.4,3,1,2,1,1,1
ENG-Premier League,2021,Manchester Utd,Aaron Wan-Bissaka,ENG,DF,22,1997,34.0,57,1.68,54,1,1,0,0,1,8,0.24,8,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Alex Telles,BRA,DF,27,1992,7.7,24,3.13,10,10,0,2,1,1,3,0.39,2,1,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Amad Diallo,CIV,FW,18,2002,1.8,3,1.63,3,0,0,0,0,0,1,0.54,1,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Anthony Elanga,SWE,FW,18,2002,1.7,2,1.16,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Anthony Martial,FRA,FW,24,1995,16.4,48,2.92,31,0,7,4,6,0,9,0.55,2,0,1,2,4,0
ENG-Premier League,2021,Manchester Utd,Axel Tuanzebe,ENG,DF,22,1997,4.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Brandon Williams,ENG,DF,19,2000,2.1,2,0.96,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Bruno Fernandes,POR,MF,25,1994,34.4,184,5.34,136,21,3,14,9,1,25,0.73,22,1,0,2,0,0
ENG-Premier League,2021,Manchester Utd,Daniel James,WAL,FW,22,1997,10.1,17,1.68,15,0,0,1,1,0,2,0.2,2,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,David de Gea,ESP,GK,29,1990,25.5,2,0.08,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Dean Henderson,ENG,GK,23,1997,12.5,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Donny van de Beek,NED,"MF,FW",23,1997,5.8,12,2.05,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0
ENG-Premier League,2021,Manchester Utd,Edinson Cavani,URU,FW,33,1987,15.3,31,2.03,23,0,2,4,2,0,4,0.26,3,0,0,1,0,0
ENG-Premier League,2021,Manchester Utd,Eric Bailly,CIV,DF,26,1994,10.2,4,0.39,4,0,0,0,0,0,1,0.1,1,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Fred,BRA,MF,27,1993,26.6,78,2.94,71,1,2,1,2,1,7,0.26,7,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Hannibal Mejbri,TUN,MF,17,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Harry Maguire,ENG,DF,27,1993,33.9,38,1.12,30,0,0,6,0,2,7,0.21,5,0,0,1,0,1
ENG-Premier League,2021,Manchester Utd,Juan Mata,ESP,"FW,MF",32,1988,5.7,20,3.54,14,4,0,2,0,0,5,0.89,3,1,0,1,0,0
ENG-Premier League,2021,Manchester Utd,Luke Shaw,ENG,DF,25,1995,29.5,115,3.9,75,33,2,1,4,0,9,0.31,6,2,0,0,1,0
ENG-Premier League,2021,Manchester Utd,Marcus Rashford,ENG,FW,22,1997,32.4,116,3.58,87,0,17,5,7,0,20,0.62,16,0,3,0,1,0
ENG-Premier League,2021,Manchester Utd,Mason Greenwood,ENG,FW,18,2001,20.2,50,2.47,30,1,6,8,5,0,5,0.25,3,0,1,1,0,0
ENG-Premier League,2021,Manchester Utd,Nemanja Matić,SRB,MF,31,1988,12.3,24,1.95,22,0,0,2,0,0,3,0.24,3,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Odion Ighalo,NGA,FW,31,1989,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Paul Pogba,FRA,"MF,FW",27,1993,21.1,72,3.41,57,1,2,5,5,2,7,0.33,2,0,2,1,2,0
ENG-Premier League,2021,Manchester Utd,Scott McTominay,SCO,MF,23,1996,23.7,33,1.4,24,0,2,2,3,2,3,0.13,1,0,1,0,0,1
ENG-Premier League,2021,Manchester Utd,Shola Shoretire,ENG,FW,16,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Timothy Fosu-Mensah,NED,DF,22,1998,0.9,5,5.63,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,Victor Lindelöf,SWE,DF,26,1994,28.7,15,0.52,15,0,0,0,0,0,4,0.14,4,0,0,0,0,0
ENG-Premier League,2021,Manchester Utd,William Thomas Fish,ENG,FW,17,2003,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Allan Saint-Maximin,FRA,"FW,MF",23,1997,17.3,69,3.98,44,1,17,1,6,0,10,0.58,7,0,3,0,0,0
ENG-Premier League,2021,Newcastle Utd,Andy Carroll,ENG,FW,31,1989,4.4,10,2.3,6,0,2,2,0,0,1,0.23,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Callum Wilson,ENG,FW,28,1992,23.2,51,2.2,30,0,3,3,15,0,11,0.48,5,0,0,3,3,0
ENG-Premier League,2021,Newcastle Utd,Ciaran Clark,IRL,DF,30,1989,21.0,7,0.33,6,0,1,0,0,0,1,0.05,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,DeAndre Yedlin,USA,DF,27,1993,4.8,9,1.86,7,0,0,0,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Dwight Gayle,ENG,"FW,MF",29,1990,5.7,12,2.1,8,1,0,2,1,0,1,0.17,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Elliot Anderson,SCO,MF,17,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Emil Krafth,SWE,DF,25,1994,14.3,14,0.98,11,2,1,0,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Fabian Schär,SUI,DF,28,1991,13.8,9,0.65,6,1,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Federico Fernández,ARG,DF,31,1989,23.1,15,0.65,11,4,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Isaac Hayden,ENG,"MF,DF",25,1995,21.6,21,0.97,17,0,1,1,2,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Jacob Murphy,ENG,"DF,MF",25,1995,18.1,46,2.55,29,5,6,3,2,1,7,0.39,5,0,0,1,0,1
ENG-Premier League,2021,Newcastle Utd,Jamaal Lascelles,ENG,DF,26,1993,18.1,9,0.5,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Jamal Lewis,NIR,DF,22,1998,20.4,29,1.42,25,3,0,0,1,0,2,0.1,2,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Javier Manquillo,ESP,DF,26,1994,9.2,11,1.2,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Jeff Hendrick,IRL,MF,28,1992,15.8,20,1.27,18,0,0,1,1,0,4,0.25,4,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Joe Willock,ENG,MF,20,1999,10.9,28,2.57,17,0,3,3,4,1,3,0.28,1,0,1,1,0,0
ENG-Premier League,2021,Newcastle Utd,Joelinton,BRA,"FW,MF",23,1996,22.0,54,2.45,33,0,6,4,9,2,7,0.32,3,0,2,1,1,0
ENG-Premier League,2021,Newcastle Utd,Jonjo Shelvey,ENG,MF,28,1992,29.1,72,2.48,39,25,1,6,1,0,8,0.28,4,4,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Karl Darlow,ENG,GK,29,1990,25.0,3,0.12,2,1,0,0,0,0,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Martin Dúbravka,SVK,GK,31,1989,13.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Matt Ritchie,SCO,"DF,MF",30,1989,15.0,44,2.93,23,17,1,1,2,0,4,0.27,2,1,0,0,1,0
ENG-Premier League,2021,Newcastle Utd,Matthew Longstaff,ENG,MF,20,2000,4.2,5,1.19,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Miguel Almirón,PAR,"MF,FW",26,1994,27.0,76,2.82,54,3,8,4,5,2,6,0.22,4,0,0,1,0,1
ENG-Premier League,2021,Newcastle Utd,Paul Dummett,WAL,DF,28,1991,13.9,8,0.57,6,1,0,1,0,0,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,Newcastle Utd,Ryan Fraser,SCO,"FW,MF",26,1994,10.3,37,3.59,21,13,0,2,1,0,3,0.29,1,1,0,0,1,0
ENG-Premier League,2021,Newcastle Utd,Sean Longstaff,ENG,MF,22,1997,15.7,29,1.85,17,7,1,1,3,0,3,0.19,1,1,0,0,1,0
ENG-Premier League,2021,Sheffield Utd,Aaron Ramsdale,ENG,GK,22,1998,38.0,8,0.21,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Antwoine Hackford,ENG,DF,16,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Ben Osborn,ENG,"MF,DF",25,1994,17.8,34,1.91,30,4,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Billy Sharp,ENG,FW,34,1986,8.2,6,0.73,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Chris Basham,ENG,"DF,MF",32,1988,28.6,25,0.87,19,1,3,0,2,0,2,0.07,0,1,1,0,0,0
ENG-Premier League,2021,Sheffield Utd,Daniel Jebbison,ENG,FW,16,2003,3.2,3,0.95,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,David McGoldrick,IRL,"FW,MF",32,1987,26.6,58,2.18,37,2,8,5,4,2,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Enda Stevens,IRL,DF,30,1990,30.0,39,1.3,36,0,0,1,2,0,4,0.13,3,0,0,0,1,0
ENG-Premier League,2021,Sheffield Utd,Ethan Ampadu,WAL,"DF,MF",19,2000,23.2,20,0.86,17,2,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Femi Seriki,ENG,MF,18,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,George Baldock,GRE,DF,27,1993,31.0,35,1.13,30,1,1,3,0,0,2,0.06,1,0,0,1,0,0
ENG-Premier League,2021,Sheffield Utd,Iliman Ndiaye,SEN,MF,20,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Jack O'Connell,ENG,DF,26,1994,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Jack Robinson,ENG,DF,26,1993,9.7,9,0.92,6,0,1,1,1,0,4,0.41,2,0,1,0,1,0
ENG-Premier League,2021,Sheffield Utd,Jayden Bogle,ENG,"DF,MF",20,2000,12.3,12,0.97,7,2,2,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,John Egan,IRL,DF,27,1992,29.2,16,0.55,15,0,0,0,0,1,1,0.03,1,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,John Fleck,SCO,MF,28,1991,28.6,72,2.52,51,15,2,2,2,0,3,0.1,2,1,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,John Lundstram,ENG,MF,26,1994,22.6,50,2.21,41,5,1,1,2,0,5,0.22,4,1,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Kean Bryan,ENG,DF,23,1996,11.2,8,0.72,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Lys Mousset,FRA,"FW,MF",24,1996,3.3,6,1.82,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Max Lowe,ENG,DF,23,1997,6.1,8,1.31,4,0,2,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Oliver Burke,SCO,FW,23,1997,14.1,27,1.92,19,0,4,3,0,1,1,0.07,1,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Oliver McBurnie,SCO,FW,24,1996,14.7,31,2.11,23,0,0,5,3,0,2,0.14,0,0,0,1,1,0
ENG-Premier League,2021,Sheffield Utd,Oliver Norwood,NIR,MF,29,1991,24.7,53,2.15,38,14,0,0,0,1,1,0.04,1,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Phil Jagielka,ENG,DF,37,1982,5.8,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",20,2000,12.5,23,1.83,16,0,0,4,3,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Sheffield Utd,Sander Berge,NOR,MF,22,1998,12.4,23,1.85,20,0,2,1,0,0,1,0.08,0,0,0,1,0,0
ENG-Premier League,2021,Southampton,Alex McCarthy,ENG,GK,30,1989,30.0,3,0.1,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Alexandre Jankewitz,SUI,MF,18,2001,0.0,1,30.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Allan Tchaptchet,FRA,DF,18,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Caleb Watts,AUS,MF,18,2002,0.4,1,2.31,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Che Adams,SCO,FW,24,1996,29.6,68,2.29,50,0,2,7,9,0,7,0.24,6,0,0,0,1,0
ENG-Premier League,2021,Southampton,Dan Nlundulu,ENG,"FW,MF",21,1999,1.2,2,1.62,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Danny Ings,ENG,FW,28,1992,24.1,59,2.44,44,0,8,5,2,0,8,0.33,4,0,2,2,0,0
ENG-Premier League,2021,Southampton,Fraser Forster,ENG,GK,32,1988,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Ibrahima Diallo,FRA,MF,21,1999,11.3,19,1.68,15,0,2,1,0,1,1,0.09,1,0,0,0,0,0
ENG-Premier League,2021,Southampton,Jack Stephens,ENG,DF,26,1994,17.1,17,1.0,16,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Jake Vokins,ENG,DF,20,2000,0.7,1,1.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,James Ward-Prowse,ENG,MF,25,1994,38.0,105,2.76,53,46,0,3,3,0,12,0.32,5,7,0,0,0,0
ENG-Premier League,2021,Southampton,Jan Bednarek,POL,DF,24,1996,34.4,21,0.61,16,1,0,4,0,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,2021,Southampton,Jannik Vestergaard,DEN,DF,27,1992,28.6,28,0.98,24,0,0,3,1,0,4,0.14,2,0,0,1,1,0
ENG-Premier League,2021,Southampton,Kayne Ramsey,ENG,DF,19,2000,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Kyle Walker-Peters,ENG,DF,23,1997,29.4,53,1.8,38,2,3,3,7,0,8,0.27,4,1,0,0,3,0
ENG-Premier League,2021,Southampton,Michael Obafemi,IRL,FW,20,2000,0.7,1,1.48,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Mohammed Salisu,GHA,DF,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Moussa Djenepo,MLI,MF,22,1998,13.8,31,2.25,19,0,6,1,4,1,4,0.29,2,0,1,0,1,0
ENG-Premier League,2021,Southampton,Nathan Redmond,ENG,"MF,FW",26,1994,19.3,63,3.26,44,0,9,6,3,1,5,0.26,5,0,0,0,0,0
ENG-Premier League,2021,Southampton,Nathan Tella,NGA,"FW,MF",21,1999,8.3,21,2.54,11,0,3,1,6,0,2,0.24,1,0,0,0,1,0
ENG-Premier League,2021,Southampton,Oriol Romeu,ESP,MF,28,1991,19.6,41,2.09,37,0,1,0,1,2,4,0.2,4,0,0,0,0,0
ENG-Premier League,2021,Southampton,Ryan Bertrand,ENG,DF,30,1989,28.9,43,1.49,29,11,0,0,1,2,4,0.14,3,0,0,0,0,1
ENG-Premier League,2021,Southampton,Shane Long,IRL,FW,33,1987,2.3,3,1.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2021,Southampton,Stuart Armstrong,SCO,MF,28,1992,30.7,91,2.96,64,3,7,6,8,3,15,0.49,7,0,2,3,2,1
ENG-Premier League,2021,Southampton,Takumi Minamino,JPN,MF,25,1995,7.9,15,1.9,11,0,0,2,2,0,1,0.13,1,0,0,0,0,0
ENG-Premier League,2021,Southampton,Theo Walcott,ENG,"MF,FW",31,1989,18.0,31,1.72,23,0,1,3,3,1,6,0.33,2,0,1,1,2,0
