,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22-206,2002,3.8,0,1,0,0.0,0.26,0.0,0.0,,6.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30-209,1994,1.3,0,3,1,33.3,2.35,0.78,0.0,0.0,11.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21-270,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,"FW,MF",28-165,1996,1.5,0,2,0,0.0,1.36,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30-303,1994,3.4,0,1,1,100.0,0.3,0.3,0.0,0.0,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,DF,28-192,1996,7.3,0,3,0,0.0,0.41,0.0,0.0,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18-158,2006,0.3,0,1,0,0.0,3.21,0.0,0.0,,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21-330,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22-328,2002,14.6,1,10,4,40.0,0.69,0.27,0.1,0.25,9.9,0,0,0,1.2,1.2,0.12,-0.2,-0.2
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18-286,2006,10.8,1,15,6,40.0,1.38,0.55,0.07,0.17,21.9,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24-306,2000,2.7,0,4,0,0.0,1.49,0.0,0.0,,19.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,DF,24-178,2000,9.7,1,8,2,25.0,0.82,0.21,0.13,0.5,19.9,1,0,0,0.3,0.3,0.04,0.7,0.7
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19-247,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18-286,2006,3.7,0,1,1,100.0,0.27,0.27,0.0,0.0,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31-243,1993,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23-214,2001,13.4,6,38,12,31.6,2.84,0.9,0.16,0.5,11.7,0,0,0,7.2,7.2,0.19,-1.2,-1.2
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26-240,1998,10.8,1,11,4,36.4,1.02,0.37,0.09,0.25,9.4,0,0,0,1.1,1.1,0.1,-0.1,-0.1
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24-242,2000,14.7,5,28,11,39.3,1.91,0.75,0.18,0.45,15.1,0,0,0,2.5,2.5,0.09,2.5,2.5
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,22-025,2002,14.5,0,5,1,20.0,0.35,0.07,0.0,0.0,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,24-136,2000,2.6,0,1,0,0.0,0.39,0.0,0.0,,15.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,27-100,1997,13.8,6,33,17,51.5,2.4,1.24,0.18,0.35,11.7,0,0,0,7.5,7.5,0.23,-1.5,-1.5
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36-281,1988,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,28-077,1996,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,28-030,1996,12.0,8,28,16,57.1,2.33,1.33,0.29,0.5,15.2,4,0,0,4.6,4.6,0.17,3.4,3.4
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18-325,2006,2.3,0,2,0,0.0,0.88,0.0,0.0,,24.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23-248,2001,8.8,0,5,1,20.0,0.57,0.11,0.0,0.0,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,17-134,2007,0.9,0,1,0,0.0,1.06,0.0,0.0,,23.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,22-100,2002,10.1,1,16,7,43.8,1.58,0.69,0.06,0.14,23.3,0,0,0,1.6,1.6,0.1,-0.6,-0.6
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,25-101,1999,16.0,2,25,6,24.0,1.56,0.38,0.08,0.33,22.9,2,0,0,1.2,1.2,0.05,0.8,0.8
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22-324,2002,9.0,0,3,1,33.3,0.33,0.11,0.0,0.0,12.8,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27-227,1997,1.0,0,1,0,0.0,1.0,0.0,0.0,,4.8,0,0,0,0.2,0.2,0.19,-0.2,-0.2
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27-181,1997,5.9,1,11,2,18.2,1.85,0.34,0.09,0.5,20.5,0,0,0,0.7,0.7,0.06,0.3,0.3
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32-168,1992,11.8,5,31,16,51.6,2.62,1.35,0.16,0.31,16.6,0,0,0,3.5,3.5,0.12,1.5,1.5
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28-292,1996,4.5,0,8,3,37.5,1.76,0.66,0.0,0.0,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,FW,19-247,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,FW,20-025,2004,1.8,0,6,0,0.0,3.33,0.0,0.0,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,28-115,1996,9.2,2,4,2,50.0,0.43,0.22,0.5,1.0,23.1,0,0,0,0.3,0.3,0.08,1.7,1.7
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,35-008,1989,0.4,0,1,0,0.0,2.81,0.0,0.0,,31.6,1,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,ENG,DF,27-027,1997,15.0,2,7,3,42.9,0.47,0.2,0.29,0.67,16.6,0,0,0,0.6,0.6,0.09,1.4,1.4
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31-300,1993,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24-224,2000,0.6,0,1,1,100.0,1.76,1.76,0.0,0.0,28.3,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,MF,27-356,1997,6.7,0,16,4,25.0,2.37,0.59,0.0,0.0,20.8,1,0,0,0.7,0.7,0.05,-0.7,-0.7
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",23-054,2001,7.1,1,10,3,30.0,1.4,0.42,0.1,0.33,13.5,0,0,0,1.5,1.5,0.15,-0.5,-0.5
ENG-Premier League,2425,West Ham,Danny Ings,ENG,FW,32-153,1992,2.0,1,11,5,45.5,5.5,2.5,0.09,0.2,11.7,0,0,0,2.1,2.1,0.19,-1.1,-1.1
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,27-060,1997,8.8,0,7,1,14.3,0.79,0.11,0.0,0.0,26.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,30-142,1994,13.1,1,8,4,50.0,0.61,0.31,0.13,0.25,20.3,2,0,0,1.1,1.1,0.14,-0.1,-0.1
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30-255,1994,9.2,0,7,1,14.3,0.76,0.11,0.0,0.0,28.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,30-052,1994,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",28-003,1996,16.7,4,42,19,45.2,2.51,1.14,0.07,0.16,19.1,0,1,1,3.8,3.0,0.07,0.2,0.0
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24-359,1999,7.7,0,2,0,0.0,0.26,0.0,0.0,,12.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,20-056,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,27-012,1997,11.1,0,12,2,16.7,1.08,0.18,0.0,0.0,15.6,0,0,0,0.9,0.9,0.07,-0.9,-0.9
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,MF,27-118,1997,13.3,3,21,2,9.5,1.58,0.15,0.05,0.5,20.2,1,2,2,3.5,1.9,0.09,-0.5,-0.9
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,MF,18-318,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27-214,1997,17.0,0,10,2,20.0,0.59,0.12,0.0,0.0,7.9,0,0,0,1.4,1.4,0.14,-1.4,-1.4
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34-270,1990,9.3,1,19,4,21.1,2.05,0.43,0.05,0.25,12.6,0,0,0,2.2,2.2,0.12,-1.2,-1.2
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"MF,FW",24-143,2000,11.0,3,36,13,36.1,3.27,1.18,0.08,0.23,15.8,0,0,0,3.4,3.4,0.09,-0.4,-0.4
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31-318,1993,1.9,1,5,2,40.0,2.66,1.07,0.2,0.5,10.3,0,0,0,0.8,0.8,0.17,0.2,0.2
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,DF,19-011,2005,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29-300,1995,12.9,4,31,7,22.6,2.39,0.54,0.13,0.57,11.4,0,0,0,2.8,2.8,0.1,1.2,1.2
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,32-123,1992,4.9,0,3,0,0.0,0.62,0.0,0.0,,16.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39-249,1985,9.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20-297,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,André,BRA,MF,23-160,2001,9.1,0,2,1,50.0,0.22,0.11,0.0,0.0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20-279,2004,2.3,0,1,0,0.0,0.43,0.0,0.0,,15.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24-322,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34-231,1990,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,8.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",29-063,1995,0.5,0,1,0,0.0,1.87,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"FW,MF",28-024,1996,3.8,2,8,5,62.5,2.11,1.32,0.25,0.4,19.8,0,0,0,0.6,0.6,0.07,1.4,1.4
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28-332,1996,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",26-179,1998,8.1,1,9,2,22.2,1.11,0.25,0.11,0.5,22.0,1,0,0,0.6,0.6,0.07,0.4,0.4
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31-341,1993,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23-315,2001,15.1,2,17,6,35.3,1.13,0.4,0.12,0.33,18.9,0,0,0,1.5,1.5,0.09,0.5,0.5
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24-321,2000,15.5,6,26,16,61.5,1.67,1.03,0.23,0.38,12.1,0,0,0,4.1,4.1,0.16,1.9,1.9
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",31-113,1993,14.8,1,18,5,27.8,1.22,0.34,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25-210,1999,15.8,9,49,19,38.8,3.09,1.2,0.18,0.47,19.4,3,0,0,3.9,3.9,0.08,5.1,5.1
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32-342,1992,5.9,1,6,1,16.7,1.01,0.17,0.17,1.0,12.9,0,0,0,0.5,0.5,0.08,0.5,0.5
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,31-037,1993,13.6,0,7,3,42.9,0.51,0.22,0.0,0.0,24.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32-226,1992,2.0,1,4,4,100.0,1.99,1.99,0.25,0.25,19.1,0,0,0,1.4,1.4,0.36,-0.4,-0.4
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23-200,2001,15.2,3,16,4,25.0,1.05,0.26,0.19,0.75,14.6,0,0,0,1.3,1.3,0.09,1.7,1.7
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21-169,2003,3.9,1,3,1,33.3,0.76,0.25,0.33,1.0,16.3,0,0,0,0.3,0.3,0.11,0.7,0.7
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31-273,1993,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,26-044,1998,8.8,0,2,1,50.0,0.23,0.11,0.0,0.0,10.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,23-067,2001,3.8,0,7,2,28.6,1.86,0.53,0.0,0.0,24.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25-342,1999,13.0,0,2,0,0.0,0.15,0.0,0.0,,25.7,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23-235,2001,4.9,0,2,0,0.0,0.41,0.0,0.0,,12.4,0,0,0,0.3,0.3,0.17,-0.3,-0.3
